audit_id,audit_batch_id,release_version,audited_at,reviewer,audit_method,audit_decision,audit_confidence,audit_tags,audit_note,stratum,edge_id,subject_id,subject_name,subject_category,predicate,qualified_predicate,object_id,object_name,object_category,evidence_count,edge_confidence_score,source_xref,supporting_document_year,supporting_text_section_type,study_result_id,extraction_confidence_score,subject_mention,object_mention,subject_mention_match,object_mention_match,supporting_text,manual_review_status,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-0954,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:010f0b6f-2a51-4498-8154-11fd16010e8a,CHEBI:81569,Follitropin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:4087,SMAD2,biolink:Gene,11,0.724785,PMID:14585817,2004,abstract,tmkp:abf9fada56d975bd8b0ba80d742c3306dc66b97923fe5367961e4d2cbc30aa0c,0.735345,FSH,Smad 2,false,true,"In conclusion, these results show that, in a model of immature mouse exposed to a sequential gonadotropin treatment, FSH and LH increased the expression of the TGFbeta signaling system through the increase of TGFbeta2, TbetaRI, stimulatory Smad 2, and common Smad 4 expression, which occurred concomitantly with a decrease of the inhibitory Smad 6 expression.",complete,codex-manual,2026-05-04,partially_supported,partial,good,combination_treatment_context,FSH with LH increased Smad2 expression.
tmkp-2026-04-21-edge-audit-batch-002-0955,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,mechanism_context|model_or_assay_context,mechanistic language matches broad affects semantics,chemical_gene_mechanism,urn:uuid:d3666319-a328-4dcb-9ec1-fb0170c908a6,DRUGBANK:DB14307,Green tea leaf,biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:3627,CXCL10,biolink:Gene,2,0.825043,PMC3595334,2013,RESULTS,tmkp:71bfead658c41207e7384b3394ee47e870f04c682998d7647c4eac038bf7a2c2,0.833897,green tea,CXCL10,true,true,"We have previously reported that the green tea polyphenol EGCG can directly inhibit CXCR3-responsive cell migration toward the murine proinflammatory chemokines CXCL9, CXCL10, and CXCL11.",complete,codex-manual,2026-05-04,partially_supported,partial,partial,component_context,Green tea EGCG inhibited migration toward CXCL10 rather than CXCL10 expression.
tmkp-2026-04-21-edge-audit-batch-002-0956,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:04b58e11-22e4-48b8-8c03-64eba708e398,DRUGBANK:DB10501,Apple,biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:842,CASP9,biolink:Gene,2,0.780891,PMID:17827407,2008,abstract,tmkp:706d846464d718baff5941817cba747ec8df2b4b35a4d49f48550b97d298ee65,0.780762,apple,caspase-9,true,false,The apple procyanidins increased mitochondrial membrane permeability and cytochrome c release from mitochondria and activated caspase-3 and caspase-9 within the tumor cells.,complete,codex-manual,2026-05-04,partially_supported,good,partial,component_context,Apple procyanidins activated caspase-9.
tmkp-2026-04-21-edge-audit-batch-002-0957,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|family_mention_fanout|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:56857cc8-cc46-475b-964b-617c193ef18a,CHEBI:9495,Thiram,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:7292,TNFSF4,biolink:Gene,1,0.732974,PMC6995622,2019,RESULTS,tmkp:f13fd660ce7685a1661a7439dd923a54cd72ba16425cd168d0b5be0437f876ad,0.732974,thiram,TNF,true,false,"Both IL-6 and TNF-α were enhanced significantly (p < 0.05) in broilers exposed to thiram in comparison with broilers in the control group, whereas PTE provision significantly lowered (p < 0.05) the blood serum TNF-α and IL-6 in comparison with TD chickens on day 14 and 18.",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Thiram enhanced TNF alpha but TNF was normalized to TNFSF4.
tmkp-2026-04-21-edge-audit-batch-002-0958,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:b9b15a83-4f30-4433-8d23-eb10f3f3c669,DRUGBANK:DB00058,Alpha-1-proteinase inhibitor,biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:4763,NF1,biolink:Gene,1,0.807519,PMID:8598044,1996,abstract,tmkp:6e3ba7072a1835dee8a1cf594dd0df9d694bc8b05439870278df87ff82d5552e,0.807519,alpha1-antitrypsin,HNF1,false,true,"HNF1 is a transcriptional activator of many hepatic genes including albumin, alpha1-antitrypsin, and alpha- and beta-fibrinogen.",complete,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,HNF1 activates alpha1-antitrypsin and was normalized to NF1.
tmkp-2026-04-21-edge-audit-batch-002-0959,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:275dba84-131d-4039-ab1c-5ca53863fbfe,CHEBI:30742,macrogol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:7358,UGDH,biolink:Gene,1,0.871005,PMID:12031484,2002,abstract,tmkp:1a378b4e70a82c6311b742331d277c2ff5d5a05bcb925eb5cd4d11219885033c,0.871005,polyethylene glycol,Ugdh,false,true,"In leaves, the Ugdh expression was upregulated by a short-term feeding with sucrose, sorbitol and polyethylene glycol, and this effect was to some extent mimicked by light exposure.",complete,codex-manual,2026-05-04,supported,good,good,,Polyethylene glycol upregulated Ugdh.
tmkp-2026-04-21-edge-audit-batch-002-0960,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:cc83cb20-0943-4010-a1ce-26ad14e977ed,CHEBI:16330,Stanolone,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:23787,MTCH1,biolink:Gene,1,0.948743,PMID:18481277,2008,abstract,tmkp:3265b027aa7df61325db5d265c18938fa9fa7d3c1e16262138f38f32628cb175,0.948743,DHT,PSAP,false,false,DHT treatment of PrSt cells increased PSAP expression.,complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,DHT increased PSAP expression but PSAP was normalized to MTCH1.
tmkp-2026-04-21-edge-audit-batch-002-0961,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|family_mention_fanout|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:e725c61e-b97e-4f54-aa63-551979f4ba5b,CHEBI:50730,Montelukast,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:7292,TNFSF4,biolink:Gene,45,0.692142,PMID:26751767,2016,abstract,tmkp:7ea3a4955520b430c9382ca688712743c070970ab0e7927339d9d9f9a101d0f2,0.70305,Montelukast,TNF,true,false,"Both Montelukast (10 or 30 mg /kg) and dexamethasone significantly reduced neutrophil count in BALF and inflammatory cells in lung parenchyma as well as TNF-α, and MDA levels.",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Montelukast reduced TNF alpha but TNF was normalized to TNFSF4.
tmkp-2026-04-21-edge-audit-batch-002-0962,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:b1939a77-81cf-40c6-911d-d5048994b2f7,CHEBI:16113,Cholesterol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:1677,DFFB,biolink:Gene,8,0.596053,PMID:25421195,2014,abstract,tmkp:14777dda4631ab1f37481eaf3307abf26373d848393aa3c2f3a1339d71469ae7,0.593233,cholesterol,CAD,true,false,"We found CAD subjects were more likely to have a higher body massindex (BMI), fasting glucose, uric acid, low-density lipoprotein (LDL) cholesterol, high-sensitivity Creactive protein (hs-CRP), carotic-femoral pulse wave velocity (cfPWV) and caPWV (P < 0.05), and CAD subjects had a significantly lower HDL cholesterol levels (P < 0.05).",complete,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,CAD was coronary artery disease and cholesterol was a biomarker.
tmkp-2026-04-21-edge-audit-batch-002-0963,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,method_or_reagent_context|treatment_context,methods or reagent context weakens the edge assertion,chemical_gene_mechanism,urn:uuid:10465485-33c0-4518-bebb-77e81c176644,CHEBI:17688,Nicotine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:65018,PINK1,biolink:Gene,3,0.788449,PMC8222989,2021,RESULTS,tmkp:1c4e17a13ad0dd0899265377db81051740612a4d335566d470313e14bcc93b3c,0.790111,nicotine,PINK1,true,true,"Western blotting analysis showed that PINK1 and Parkin, two classical molecules of the mitophagy pathway, accumulated in mitochondria but decreased in the cytoplasm after nicotine treatment, indicating that PINK1 and Parkin translocated from the cytoplasm to mitochondria and accumulated in mitochondria (Figures 1A–F).",complete,codex-manual,2026-05-04,supported,good,good,,Nicotine treatment altered PINK1 localization and accumulation.
tmkp-2026-04-21-edge-audit-batch-002-0964,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:6366f24d-e981-470f-b072-67c114399fe0,CHEBI:2038,Azacitidine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:23049,SMG1,biolink:Gene,1,0.986488,PMC7256445,2020,DISCUSS,tmkp:43d666b4dce622ac9e0e5d7ed95edbe90da9e5417e973ea45024a7687198b14d,0.986488,5-azacytidine,SMG-1,false,true,"We compared the relative efficacy of a SMG-1 kinase inhibitor (SMG1), 5-azacytidine (Vidaza, that acts via the MYC-dependent pathway), and NMD-14 that targets the SMG7 protein and disrupts SMG7-UPF1 interactions.",complete,codex-manual,2026-05-04,unsupported,bad,good,comparator_context,Azacitidine was compared with an SMG-1 inhibitor but did not affect SMG1.
tmkp-2026-04-21-edge-audit-batch-002-0965,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:c240f28c-4f8a-4e5c-8a10-776172a41f89,CHEBI:15422,ATP,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:10558,SPTLC1,biolink:Gene,7,0.63763,PMC3425961,2012,INTRO,tmkp:201ba21379c86c2bf2c3f3291c7c87d8ade531a5d89bca9c68f5797186b39143,0.664463,ATP,TSC2,true,false,High nutrient or ATP levels activate mTORC1 by phosphorylating and thus inhibiting the TSC1-TSC2 complex as reviewed by Loewith and Hall.,complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,ATP levels inhibit the TSC1-TSC2 complex but TSC2 was normalized to SPTLC1.
tmkp-2026-04-21-edge-audit-batch-002-0966,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:43b3b54b-88c0-4e9d-863d-a33323f603a8,CHEBI:40968,Astaxanthin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:57153,SLC44A2,biolink:Gene,1,1.070996,PMC7921624,2021,ABBR,tmkp:49800d44b9612fb82438343a2d22197c0c15273ffdbb1b0379067e81ed6d3973,1.070996,astaxanthin,ctl-2,true,false,"Moreover, in astaxanthin-exposed animals, the expression of the DAF-16 target genes, namely sod-3, sod-5, ctl-1 and ctl-2 was induced.",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Astaxanthin induced worm ctl-2 but it was normalized to SLC44A2.
tmkp-2026-04-21-edge-audit-batch-002-0967,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:83deba75-16e0-4bda-9806-f696633c5563,CHEBI:28661,Gamolenic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:4878,NPPA,biolink:Gene,1,0.90201,PMC4238406,2014,RESULTS,tmkp:25f0ecc3e1141485ec401209da50731d1488239e7f426ef96ab6e3e632026769,0.90201,GLA,PND,false,false,"Observations showed that, at PND15, both the absolute brain weight and the absolute body weight were significantly reduced in GLA1 treated offspring compared to controls (Figures 3J,K).",complete,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,PND15 means postnatal day 15 not NPPA.
tmkp-2026-04-21-edge-audit-batch-002-0968,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:94b79b4a-6a23-4871-b656-ad97eb798b90,CHEBI:39548,Atorvastatin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3295,HSD17B4,biolink:Gene,1,0.948855,PMC5438592,2017,DISCUSS,tmkp:5e2fdc47e5b6d972af2bf3c74152485dee2e15552b6a9204deeec28c024f4d66,0.948855,atorvastatin,Dbp,true,false,"In the present study, the expression of both Dbp and Tef was decreased by repeated administration of atorvastatin.",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Atorvastatin decreased Dbp but Dbp was normalized to HSD17B4.
tmkp-2026-04-21-edge-audit-batch-002-0969,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|family_mention_fanout|mechanism_context|mention_mismatch|model_or_assay_context|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:ddaf9d95-95ce-4c68-8c17-bbcac4283ebf,UNII:1BUC3685QU,Adelmidrol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:8741,TNFSF13,biolink:Gene,8,0.83663,PMC7402091,2020,RESULTS,tmkp:249407da4b2eb6956dbbf26f31e2a9b70e491d0c4c26683ac2b833ae9183ca00,0.837103,adelmidrol,TNF,true,false,"In the bronchoalveolar lavage fluid collected from adelmidrol-treated mice, a reduced expression of IL,6 IL-1β, TNF-α, and TGF-1β was detected (Figure 1C–F).",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Adelmidrol reduced TNF alpha but TNF was normalized to TNFSF13.
tmkp-2026-04-21-edge-audit-batch-002-0970,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|family_mention_fanout|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:7a088e4a-1368-404e-94d7-7d07b4866a7c,CHEBI:31515,Domperidone,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:10673,TNFSF13B,biolink:Gene,1,0.699961,PMID:24463133,2014,abstract,tmkp:493d7df468290cbbd488cff176622809973c4b1e7c44eef9328697b7ec56c5d6,0.699961,domperidone,TNF,true,false,TNF-α and IL-6 level were decreased significantly and T lymphocyte subpopulations increased significantly in moxibustion group compared with those in the model and domperidone groups (P<0.05).,complete,codex-manual,2026-05-04,unsupported,bad,bad,comparator_context|normalization_error,Domperidone was a comparator and TNF was normalized incorrectly.
tmkp-2026-04-21-edge-audit-batch-002-0971,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:80b10790-bfd0-4bc8-a98e-451b0ca56094,CHEBI:3750,Clofibrate,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3240,HP,biolink:Gene,1,0.865174,PMID:88218,1979,abstract,tmkp:4f3706806e182d326c6a3a53d75d59ca3c3c68901273676b95d2781118840077,0.865174,clofibrate,haptoglobin,true,false,"A higher dose, 280mg/kg, markedly suppressed alpha(2)-macrofoetoprotein appearance and the rebound in transferrin, somewhat inhibited the increase in seromucoid and haptoglobin and only transiently affected the rise in plasma copper; 420mg of clofibrate/kg very nearly abolished the appearance of alpha(2)-macrofoetoprotein, markedly suppressed the transferrin rebound and the increases in seromucoid and haptoglobin and again only transiently affected the increase in copper.",complete,codex-manual,2026-05-04,supported,good,good,,Clofibrate inhibited the haptoglobin increase.
tmkp-2026-04-21-edge-audit-batch-002-0972,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:66c2b88b-721f-4f2b-a8a3-60c6198b6551,CHEBI:3732,Clarithromycin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:123,PLIN2,biolink:Gene,4,0.883371,PMC3799497,2013,RESULTS,tmkp:1a9fff1762e4b8047ae7174fdb5f0b2524911afb68f66a57534bcfb5185a1a09,0.883371,CLA,adipophilin,false,false,"Moreover, mRNA expression of adipophilin, a protein associated with lipid droplets in macrophage-derived foam cells (Larigauderie et al,), was significantly decreased in macrophages pre-treated with c9,t11-CLA and CLA blend (Supporting Information Fig S4), consistent with the decreased lipid accumulation.",complete,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,CLA was conjugated linoleic acid not clarithromycin.
tmkp-2026-04-21-edge-audit-batch-002-0973,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,model_or_assay_context,evidence appears model or assay based,chemical_gene_mechanism,urn:uuid:33297e38-b375-4324-9289-550145cf5452,CHEBI:37527,acid,biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:1020,CDK5,biolink:Gene,9,0.573504,PMID:17566644,2007,title,tmkp:f027a6c0798893c7b852b52f79c40326588e0efa6cbbbcadec53e31d0ae3b7ca,0.582006,acid,cdk5,true,true,3-Nitropropionic acid activates calpain/cdk5 pathway in rat striatum.,complete,codex-manual,2026-05-04,partially_supported,good,partial,generic_subject,3-Nitropropionic acid activated the calpain cdk5 pathway but subject was generic acid.
tmkp-2026-04-21-edge-audit-batch-002-0974,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:60cd22f8-2cc2-465a-8a3e-c205382fddc9,CHEBI:16551,Trehalose,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6855,SYP,biolink:Gene,7,0.822085,PMC5570321,2017,RESULTS,tmkp:80941fe7b291729f5e63c7835f97c94039f62790c2624e28b936423bf7ba0c97,0.822291,Trehalose,synaptophysin,true,false,Trehalose treated mice showed a significantly elevated expression of the synaptic vesicle protein synaptophysin (a marker of synaptic activity) in the contralateral cortex when compared to SSV and maltose controls “Fig 8a”.,complete,codex-manual,2026-05-04,supported,good,good,,Trehalose elevated synaptophysin expression.
tmkp-2026-04-21-edge-audit-batch-002-0975,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|model_or_assay_context,evidence appears model or assay based,chemical_gene_mechanism,urn:uuid:54aa0823-8076-489f-842a-71f5fe1071b1,PUBCHEM.COMPOUND:5288464,Glyphosate,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6469,SHH,biolink:Gene,1,0.842175,PMID:29467848,2018,abstract,tmkp:4c2338f846a905e18c60bb44dc41aa3ff086279a61b584fe5da85d016e0c6ce1,0.842175,glyphosate,Shh,true,true,"Nr4a2 and Wnt7b were downregulated, while Dkk1, Dixdc1, Runx1, Shh, Lef-1 and Axin2 were upregulated in the PFC of mice offspring following glyphosate exposure during pregnancy and lactation.",complete,codex-manual,2026-05-04,supported,good,good,exposure_context,Glyphosate exposure upregulated Shh.
tmkp-2026-04-21-edge-audit-batch-002-0976,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|negation_or_hedging|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; evidence contains negation or hedging language,chemical_gene_mechanism,urn:uuid:7b65832a-ca56-4eb0-939b-bfc2962e6d7a,CHEBI:16411,Indoleacetic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:4217,MAP3K5,biolink:Gene,1,0.793865,PMC6076216,2018,RESULTS,tmkp:18f6e20da3b99dfeb0db59099b86f7b323e76eda1e970443daa611479141d86b,0.793865,IAA,ASK1,false,false,"While overexpressing ASK1 and ask1C59 showed an increased auxin response gene expression upon IAA treatment, the overexpression of ask1C37 and ask1C118 mutants failed to activate the auxin signaling pathway.",complete,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,ASK1 was a plant pathway component and not MAP3K5 affected by IAA.
tmkp-2026-04-21-edge-audit-batch-002-0977,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:2b5f5bfe-8e7d-4210-97fd-87816266234e,CHEBI:3165,Bradykinin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:710,SERPING1,biolink:Gene,2,0.82779,PMC6192382,2018,DISCUSS,tmkp:8448c4b7fd05bde8c83af5dd2140379774d8c81ee6ab689c0dae905487e25137,0.860229,bradykinin,C1 esterase inhibitor,true,false,"FFP contains C1 esterase inhibitor, which inhibits the kallikrein-kinin pathway and ultimately blocks the activation of bradykinin.",complete,codex-manual,2026-05-04,unsupported,bad,good,subject_object_swap,C1 esterase inhibitor blocks bradykinin activation rather than bradykinin affecting it.
tmkp-2026-04-21-edge-audit-batch-002-0978,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,list_or_cross_product_context|mechanism_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label; evidence looks like a list context that may cross-product entities,chemical_gene_mechanism,urn:uuid:b1bc25ae-d0f2-4ce5-9aff-4650854bc4f8,CHEBI:7476,Naproxen,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6624,FSCN1,biolink:Gene,1,0.92263,PMC3529353,2012,RESULTS,tmkp:76823bc7bab45950f0f8aee09310133b2b0d9c9715c3533e21ac1187abe476de,0.92263,naproxen,fascin,true,false,"Four non-steroidal anti-inflammatory drugs that inhibit cyclooxygenase (COX) were fascin-pathway blockers (diflunisal, naproxen, salicin, suprofen), whereas other COX inhibitors, including diclofenac and ibuprofen, were inactive.",complete,codex-manual,2026-05-04,supported,good,good,,Naproxen was identified as a fascin-pathway blocker.
tmkp-2026-04-21-edge-audit-batch-002-0979,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|method_or_reagent_context|model_or_assay_context|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:070aafcd-a9f8-4e75-ad19-ad086575cd6a,CHEBI:3962,Curcumin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:5359,PLSCR1,biolink:Gene,6,0.880065,PMC3469004,2012,ABSTRACT,tmkp:3021e7dc9c0e5da0c418d2069a0bc06df01e55f23be4c659863bb9545ed72009,0.880072,curcumin,nor-1,true,false,"Analysis of the expression of aflatoxin pathway genes by real time PCR showed that curcumin inhibited the expression of ver-1, nor-1, pksA, omtA and aflR genes at concentrations of 250 and 1000 μg/ml.",complete,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Curcumin inhibited nor-1 expression but nor-1 was normalized to PLSCR1.
tmkp-2026-04-21-edge-audit-batch-002-0980,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|biomarker_or_expression_context|treatment_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_gene_mechanism,urn:uuid:7b97dcab-46cd-4d50-acb6-a0b035253804,UNII:9013DUQ28K,Anakinra,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3454,IFNAR1,biolink:Gene,2,0.917764,PMC3175348,2011,RESULTS,tmkp:9eb572d077655157a1231c61c0a464ff2bb5d6393657168e92f0ca4e0ae8d4e0,0.930091,Anakinra,IFNAR1,true,true,"Conversely, treatment with Anakinra slowed down the IFNAR1 turnover induced by melanoma-conditioned media (Figure 3B) and increased total levels of IFNAR1 in 1205Lu melanoma cells (Figure 3C).",complete,codex-manual,2026-05-04,supported,good,good,,Anakinra increased total IFNAR1 levels.
